MSG	TID	OLD_DEBUG	OLD_RELEASE
"SQL注入(group)关键字攻击"	13555	d:13900	r:13900
"SQL注入(data_type)关键字攻击"	13556	d:13901	r:13901
"SQL注入(isnull)关键字攻击"	13557	d:13902	r:13902
"SQL注入(dumpfile)关键字攻击"	13558	d:13903	r:13903
"SQL注入(outfile)关键字攻击"	13559	d:13904	r:13904
"SQL注入引号类符号攻击"	13560	d:13905	r:13905
"跨站脚本变形攻击9"	13561	d:13906	r:13906
"跨站脚本变形攻击10"	13562	d:13907	r:13907
"跨站脚本变形攻击12"	13563	d:13909	r:13909
"跨站脚本变形攻击13"	13564	d:13910	r:13910
"跨站脚本变形攻击14"	13565	d:13911	r:13911
"跨站脚本变形攻击15"	13566	d:13912	r:13912
"跨站脚本变形攻击16"	13567	d:13913	r:13913
"跨站脚本变形攻击17"	13568	d:13914	NONE
"跨站脚本变形攻击18"	13569	d:13915	r:13915
"SIP协议头字段CSeq值过大请求溢出攻击"	13570	d:13916	r:13885
"SIP协议头字段Retry-After值过大的响应数据报溢出攻击"	13571	d:13917	NONE
"SIP协议头字段Warning值过大的响应数据报溢出攻击"	13572	d:13918	NONE
"RealNetworks HELIX Server Transport Header 溢出攻击"	13573	d:13919	NONE
"Microsoft Workstation Service NetManageIPCConnect Account Name溢出攻击"	13574	d:13920	NONE
"HTTP banner扫描攻击"	13575	d:13921	r:13921
"Havij SQL注入攻击"	13576	d:13922	NONE
"Pangolin SQL注入攻击"	13577	d:13923	NONE
"ms05-039漏洞扫描攻击"	13578	d:13924	r:13924
"怪狗3389远程桌面连接操作"	13579	d:13925	NONE
"PcShare远控木马攻击"	13580	d:13926	r:13926
"Outbreak v0.3远控木马攻击"	13581	d:13927	r:13927
"小牛v1.1远控木马攻击"	13582	d:13928	r:13928
"BluesPortScan 端口扫描"	13583	d:13929	NONE
"wscan 网络扫描攻击"	13584	d:13930	NONE
"北极光Telnet工具 远程访问"	13585	d:13931	NONE
"Microsoft IIS ASP Chunked Encoding 堆栈溢出攻击"	13586	d:13932	NONE
"Microsoft ASN.1 Library Bitstring 堆栈溢出攻击(SMTP)"	13587	d:13933	NONE
"Gh0st RAt1.0 Alpha版木马连接"	13588	d:13934	r:13934
"DRAT 2010版木马连接_tag"	13589	d:13935	r:13935
"DRAT 2010版木马连接"	13590	d:13936	r:13936
"AOL 9.5 ActiveX ForceSaveTo 缓冲区溢出攻击"	13591	d:13937	NONE
"AOL 9.5 ActiveX HiddenControls缓冲区溢出攻击"	13592	d:13938	r:13938
"AOL 9.5 ActiveX UserAgent缓冲区溢出攻击"	13593	d:13939	r:13939
"Apache 2.2.14 mod_isapi Dangling Pointer拒绝服务"	13594	d:13940	r:13940
"Apple Safari 4.0.4 和 Google Chrome 4.0.249 CSS Style堆栈缓冲区溢出攻击"	13595	d:13941	r:13941
"Microsoft IIS: Malformed File Extension攻击"	13596	d:13942	NONE
"Microsoft Secure Sockets Layer 拒绝服务攻击 tid_1"	13597	d:13943	NONE
"Microsoft Secure Sockets Layer 拒绝服务攻击"	13598	d:13944	NONE
"CUPS Malformed Traversal HTTP Request拒绝服务攻击"	13599	d:13945	NONE
"CA Brighstor ARCserve Backup Agent for MS SQL-溢出攻击1_tid_1"	13600	d:13946	NONE
"CA Brighstor ARCserve Backup Agent for MS SQL-溢出攻击1_tid_2"	13601	d:13947	NONE
"CA Brighstor ARCserve Backup Agent for MS SQL-溢出攻击1"	13602	d:13948	NONE
"Cisco IOS HTTP服务%拒绝服务攻击"	13603	d:13949	NONE
"Cisco IOS FTP代理登陆验证密码溢出"	13604	d:13950	NONE
"Microsoft Windows Domain Controller LDAP Service递归请求拒绝服务攻击"	13605	d:13951	r:13951
"Microsoft Windows UPnP Memory Consuption拒绝服务攻击"	13606	d:13952	NONE
"微软3389远程桌面RDP溢出攻击"	13607	d:13953	r:13953
"微软3389远程桌面RDP溢出攻击1"	13608	d:13954	r:13954
"微软3389远程桌面RDP溢出攻击2"	13609	d:13955	r:13955
"Asterisk SIP Invite畸形SDP拒绝服务攻击"	13610	d:13956	NONE
"Asterisk SIP Channel Driver(SUBSCRIBE)远程拒绝服务攻击"	13611	d:13957	NONE
"Cisco SNMP Trap服务GET请求拒绝服务攻击(162)"	13612	d:13958	NONE
"Cisco IOS SNMP畸形消息处理拒绝服务攻击"	13613	d:13959	NONE
"Kerio PersonalFirewall FWDRV.SYS拒绝服务攻击"	13614	d:13960	NONE
"OpenLDAP Server Bind Request拒绝服务攻击"	13615	d:13961	NONE
"Asterisk SIP Channel Driver远程拒绝服务攻击(REGISTER)"	13616	d:13962	NONE
"Asterisk SIP Channel Driver远程拒绝服务攻击(INVITE)"	13617	d:13963	NONE
"Cisco SNMP Trap服务GET请求拒绝服务攻击(49153)"	13618	d:13964	NONE
"DNS 压缩名称标签过长(zlip-3_TCP)溢出攻击"	13619	d:13965	NONE
"LCDproc parse_all_client_messages函数超长无效命令溢出攻击"	13620	d:13966	NONE
"LCDproc test_func_func函数命令执行任意代码溢出攻击"	13621	d:13967	NONE
"Asterisk chan_skinny CAPABILITIES_RES_MESSAGE 拒绝服务攻击"	13622	d:13969	NONE
"DNS 压缩标签名称过长(zlip-3_UDP)溢出攻击"	13623	d:13970	NONE
"DNS 压缩标签递归(zlip-1_TCP)溢出攻击"	13624	d:13971	NONE
"Apple Mac OS X DMG UFS镜像FFS_MountFS函数整数溢出攻击"	13625	d:13972	NONE
"异常的AU文件分频零拒绝服务攻击"	13626	d:13973	NONE
"Asterisk chan_iax2 IAX2 Control Frame LAGRQ 拒绝服务攻击"	13627	d:13974	NONE
"Flame火焰蠕虫网络攻击"	13628	d:14032	NONE
"Flame火焰蠕虫网络攻击1"	13629	d:14033	NONE
"Flame火焰蠕虫网络攻击2"	13630	d:14034	NONE
"KnFTPd远程溢出攻击"	13631	d:49974	NONE
"冬日之恋3.5木马连接操作"	13632	d:49976	NONE
"firefly2.2木马连接操作"	13633	d:49977	NONE
"SSH版本探测"	13634	d:49978	NONE
"HTTP 版本信息探测扫描"	13635	d:49979	NONE
"震荡波蠕虫攻击"	13636	d:49980	NONE
"震荡波蠕虫攻击1"	13637	d:49981	NONE
"震荡波蠕虫攻击2"	13638	d:49982	NONE
"震荡波蠕虫攻击3"	13639	d:49983	NONE
"nimda蠕虫攻击"	13640	d:49984	NONE
"Up-Run木马v1.2反向连接"	13641	d:49985	NONE
"TCP_后门_Penumbra_连接"	13642	d:49986	NONE
"IGMP拒绝服务攻击"	13643	d:49989	NONE
"Jolt2 拒绝服务攻击"	13644	d:49990	NONE
"DOS_ICMP_FLOOD拒绝服务"	13645	d:49991	NONE
"DOS_UDP_FLOOD_拒绝服务"	13646	d:49992	NONE
"DOS_UDP_FLOOD_拒绝服务"	13647	d:49993	NONE
"imap溢出攻击漏洞_tag1"	13648	d:49994	NONE
"imap溢出攻击漏洞_tag2"	13649	d:49995	NONE
"imap溢出攻击漏洞"	13650	d:49996	NONE
"imap口令弱_tag1"	13651	d:49997	NONE
"imap口令弱"	13652	d:49998	NONE
"ICMP_PING_扫描漏洞攻击"	13653	d:49999	NONE
"Apache Win32批处理文件远程执行命令溢出攻击1"	13654	d:50001	NONE
"SAP Internet Transaction Server远程目录遍历攻击1"	13655	d:50002	NONE
"Oracle 9i HTTP Server Dynamic Monitoring Services网络访问攻击2"	13656	d:50003	NONE
"Oracle 9iAS Dynamic Monitoring Services Anonymous Access 网络访问变种攻击13"	13657	d:50004	NONE
"Cisco IOS Malformed SNMP Message-Handling 拒绝服务攻击(161)"	13658	d:50005	NONE
"Cisco SNMP Trap Service GET Request消息导致拒绝服务攻击(49153)"	13659	d:50006	NONE
"Adobe PDF 执行程序功能溢出攻击(IMAP4 Quoted Printable)"	13660	d:50007	NONE
"Adobe PDF 执行程序功能溢出攻击(POP3 Base64)"	13661	d:50008	NONE
"Adobe PDF 执行程序功能溢出攻击(POP3 Quoted Printable)"	13662	d:50009	NONE
"Microsoft IE COM Object Embedded CLSID远程代码执行溢出攻击"	13663	d:50011	NONE
"Internet Explorer MDAC RDS.DataSpace代码执行溢出攻击"	13664	d:50012	NONE
"Internet Explorer VML Fill Method溢出攻击"	13665	d:50013	NONE
"Windows Metafile (WMF) SetAbortProc()函数代码执行溢出攻击"	13666	d:50014	NONE
"Adobe Acrobat and Reader Font解析溢出攻击(HTTP)"	13667	d:50015	NONE
"Adobe Illustrator CS4.eps 远程缓冲区溢出漏洞攻击(IMAP4 Base64)"	13668	d:50016	NONE
"Adobe Illustrator CS4.eps 远程缓冲区溢出漏洞攻击(IMAP4 Quoted Printable)"	13669	d:50017	NONE
"Adobe Illustrator CS4.eps 远程缓冲区溢出漏洞攻击(POP3 Base64)"	13670	d:50018	NONE
"Adobe Illustrator CS4.eps 远程缓冲区溢出漏洞攻击(POP3 Quoted Printable)"	13671	d:50019	NONE
"Adobe Illustrator CS4.eps 远程缓冲区溢出漏洞攻击(SMTP Base64)"	13672	d:50020	NONE
"Adobe Illustrator CS4.eps 远程缓冲区溢出漏洞攻击(SMTP UUEncode)"	13673	d:50021	NONE
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Corrupt Base64)"	13674	d:50023	r:13996
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Corrupt Quoted Printable)"	13675	d:50024	r:13997
"Microsoft Office文本转换整数代码溢出攻击(POP3 Corrupt Base64)"	13676	d:50025	r:13998
"Microsoft Office文本转换整数代码溢出攻击(POP3 Corrupt Quoted Printable)"	13677	d:50026	r:13999
"Microsoft Office文本转换整数代码溢出攻击(SMTP Corrupt Base64)"	13678	d:50027	r:14000
"Microsoft Office文本转换整数代码溢出攻击(SMTP Direct Quoted Printable)"	13679	d:50028	r:14001
"Microsoft Office文本转换整数代码溢出攻击(SMTP Direct UUEncode)"	13680	d:50029	r:14002
"Microsoft Office文本转换整数代码溢出攻击(SMTP Corrupt Quoted Printable)"	13681	d:50030	r:14003
"Microsoft Office文本转换整数代码溢出攻击(SMTP Corrupt UUEncode)"	13682	d:50031	r:14004
"Microsoft Office文本转换整数代码溢出攻击(HTTP Direct)"	13683	d:50032	r:14005
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Direct Base64)1"	13684	d:50033	r:14006
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Direct Quoted Printable)1"	13685	d:50034	r:14007
"Microsoft Office文本转换整数代码溢出攻击(POP3 Direct Base64)1"	13686	d:50035	r:14008
"Microsoft Office文本转换整数代码溢出攻击(POP3 Direct Quoted Printable)1"	13687	d:50036	r:14009
"Microsoft Office文本转换整数代码溢出攻击(SMTP Direct Base64)"	13688	d:50037	r:14010
"Microsoft Visual Studio.NET msdds.dll远程代码执行攻击1"	13689	d:50038	NONE
"Adobe Acrobat and Reader Font解析溢出攻击(IMAP4)1_Tag"	13690	d:50039	r:14012
"Adobe Acrobat and Reader Font解析溢出攻击(IMAP4)1"	13691	d:50040	r:14013
"WMITools WBEMSingleView.ocx ActiveX远程代码执行溢出攻击"	13692	d:50041	r:14014
"Microsoft Cinepak Codec CVDecompress Heap溢出攻击(HTTP)"	13693	d:50042	r:14015
"Adobe Acrobat and Reader Font解析溢出攻击(IMAP4)1"	13694	d:50043	r:14016
"Internet Explorer MDAC RDS.DataSpace代码执行溢出攻击"	13695	d:50044	NONE
"Windows Metafile (WMF) SetAbortProc()函数代码执行溢出攻击"	13696	d:50045	NONE
"Adobe PDF 执行程序功能溢出攻击(SMTP UUEncode)"	13697	d:50046	NONE
"DNS 压缩标签递归(zlip-2TCP)溢出攻击"	13698	d:50047	NONE
"DNS 压缩标签递归(zlip-2UDP)溢出攻击"	13699	d:50048	NONE
"Microsoft Windows活动目录LDAP请求缓冲区溢出攻击"	13700	d:50049	NONE
"Microsoft Windows MSDTC无效内存访问拒绝服务攻击"	13701	d:50050	r:14023
"Microsoft Excel受损XML/受损XLS文件拒绝服务攻击漏洞"	13702	d:50051	NONE
"Microsoft Excel受损XML/受损XLS文件拒绝服务攻击漏洞1"	13703	d:50052	NONE
"Microsoft Exchange Server EMSMDB2 MAPI命令远程拒绝服务漏洞"	13704	d:50053	NONE
"Microsoft IIS ASP远程代码执行漏洞"	13705	d:50054	NONE
"SIP协议地址中包含空字符的Contact头字段请求溢出攻击"	13706	d:50055	r:14028
"SIP协议地址中包含空字符的From头字段请求溢出攻击"	13707	d:50056	r:14029
"SIP协议地址中包含空字符的To头字段请求溢出攻击"	13708	d:50057	r:14030
"SIP协议缺少引号结束符的Contact头字段请求溢出攻击"	13709	d:50058	r:14031
"SIP协议缺少引号结束符的From头字段请求溢出攻击"	13710	d:50059	r:14035
"SIP协议缺少引号结束符的To头字段请求溢出攻击"	13711	d:50060	r:14036
"Adobe Acrobat JBIG2 Stream Indexing(IMAP4 Quoted Printable)溢出攻击1_tag1"	13712	d:50061	NONE
"Adobe Acrobat JBIG2 Stream Indexing(IMAP4 Quoted Printable)溢出攻击1_tag2"	13713	d:50062	NONE
"Adobe Acrobat JBIG2 Stream Indexing(IMAP4 Quoted Printable)溢出攻击1"	13714	d:50063	NONE
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Base64)1_tag1"	13715	d:50064	r:14279
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Base64)1_tag2"	13716	d:50065	r:14280
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Base64)1"	13717	d:50066	r:14281
"Adobe Acrobat JBIG2 Stream Indexing(POP3 Quoted Printable)溢出攻击1_tag1"	13718	d:50067	NONE
"Adobe Acrobat JBIG2 Stream Indexing(POP3 Quoted Printable)溢出攻击1_tag2"	13719	d:50068	NONE
"Adobe Acrobat JBIG2 Stream Indexing(POP3 Quoted Printable)溢出攻击1"	13720	d:50069	NONE
"Adobe Acrobat JBIG2 Stream Indexing(SMTP Base64)溢出攻击1_tag1"	13721	d:50070	NONE
"Adobe Acrobat JBIG2 Stream Indexing(SMTP Base64)溢出攻击1_tag2"	13722	d:50071	NONE
"Adobe Acrobat JBIG2 Stream Indexing(SMTP Base64)溢出攻击1"	13723	d:50072	NONE
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(HTTP)溢出攻击"	13724	d:50073	NONE
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷IMAP4 Base64)溢出攻击"	13725	d:50074	r:14050
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(IMAP4 Quoted Printable)溢出攻击"	13726	d:50075	r:14051
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(POP3 Base64)溢出攻击"	13727	d:50076	r:14052
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(POP3 Quoted Printable)溢出攻击"	13728	d:50077	r:14053
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(SMTP Base64)溢出攻击"	13729	d:50078	r:14054
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(SMTP Quoted Printable)溢出攻击"	13730	d:50079	r:14055
"Microsoft Embedded OpenType字体引擎LZCOMP Decompressor整数缺陷(SMTP UUEncode)溢出攻击"	13731	d:50080	r:14056
"Microsoft Office文本转换整数代码溢出攻击(SMTP Corrupt Quoted Printable)溢出攻击"	13732	d:50081	r:14057
"Microsoft Office文本转换整数代码溢出攻击(SMTP Corrupt UUEncode)溢出攻击"	13733	d:50082	r:14058
"Microsoft Office文本转换整数代码溢出攻击(SMTP Direct Base64)溢出攻击"	13734	d:50083	r:14059
"Microsoft Office文本转换整数代码溢出攻击(SMTP Direct Quoted Printable)溢出攻击"	13735	d:50084	r:14060
"Microsoft Office文本转换整数代码溢出攻击(SMTP Direct UUEncode)溢出攻击"	13736	d:50085	r:14061
"Microsoft Office初始化内存溢出攻击_Tag(HTTP)"	13737	d:50086	r:14062
"Microsoft Office初始化内存溢出攻击_Tag_1(HTTP)"	13738	d:50087	r:14063
"Microsoft Office初始化内存(HTTP)溢出攻击"	13739	d:50088	r:14064
"Adobe Acrobat JBIG2 Stream Indexing 溢出攻击(SMTP Quoted Printable)1_tag1"	13740	d:50089	NONE
"Adobe Acrobat JBIG2 Stream Indexing 溢出攻击(SMTP Quoted Printable)1_tag2"	13741	d:50090	NONE
"Adobe Acrobat JBIG2 Stream Indexing 溢出攻击(SMTP Quoted Printable)1"	13742	d:50091	NONE
"Adobe Acrobat JBIG2 Stream Indexing 溢出攻击(SMTP UUEncode)1_tag1"	13743	d:50092	NONE
"Adobe Acrobat JBIG2 Stream Indexing 溢出攻击(SMTP UUEncode)1_tag2"	13744	d:50093	NONE
"Adobe Acrobat JBIG2 Stream Indexing 溢出攻击(SMTP UUEncode)1_tag3"	13745	d:50094	NONE
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(SMTP UUEncode)1"	13746	d:50095	r:14071
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(HTTP)"	13747	d:50096	r:14072
"Adobe Acrobat Reader customDictionaryOpen 内存破坏攻击(IMAP4 Base64)1_tag1"	13748	d:50097	NONE
"Adobe Acrobat Reader customDictionaryOpen 内存破坏攻击(IMAP4 Base64)1_tag2"	13749	d:50098	NONE
"Adobe Acrobat Reader customDictionaryOpen 内存破坏攻击(IMAP4 Base64)1_tag3"	13750	d:50099	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(IMAP4 Base64)1"	13751	d:50100	r:14076
"Microsoft Embedded OpenType字体堆溢出攻击(IMAP4 Base64)"	13752	d:50101	r:14077
"Microsoft Embedded OpenType字体堆溢出攻击(IMAP4 Quoted Printable)"	13753	d:50102	r:14078
"Microsoft Embedded OpenType字体堆溢出攻击(POP3 Base64)"	13754	d:50103	r:14079
"Microsoft Embedded OpenType字体堆溢出攻击(POP3 Quoted Printable)"	13755	d:50104	r:14080
"Microsoft Embedded OpenType字体堆溢出攻击(SMTP Base64)"	13756	d:50105	r:14081
"Microsoft Embedded OpenType字体堆溢出攻击(SMTP Quoted Printable)"	13757	d:50106	r:14082
"Microsoft Embedded OpenType字体堆溢出攻击(SMTP UUEncode)"	13758	d:50107	r:14083
"Microsoft Office初始化内存溢出攻击_Tag(IMAP4)1"	13759	d:50108	r:14084
"Microsoft Office初始化内存溢出攻击_Tag_1(IMAP4)1"	13760	d:50109	r:14085
"Microsoft Office初始化内存溢出攻击(IMAP4)1"	13761	d:50110	r:14086
"Microsoft Office初始化内存溢出攻击_Tag(POP3)1"	13762	d:50111	r:14087
"Microsoft Office初始化内存溢出攻击(POP3)1"	13763	d:50112	r:14088
"Microsoft Office初始化内存溢出攻击_Tag(POP3)1"	13764	d:50113	r:14089
"Microsoft Office初始化内存溢出攻击(POP3)1"	13765	d:50114	r:14090
"Microsoft Office 初始化内存溢出攻击_Tag(SMTP)"	13766	d:50115	NONE
"Microsoft Office 初始化内存溢出攻击(SMTP)"	13767	d:50116	NONE
"Safari浏览器Use-After-Free Parent.Close()溢出攻击"	13768	d:50117	NONE
"SCTP协议探测攻击"	13769	d:50118	r:14095
"Windows内核模式驱动程序Win32k EOT分析漏洞溢出攻击(POP3 Base64)"	13770	d:50119	r:14094
"Windows内核模式驱动程序Win32k EOT分析漏洞溢出攻击(POP3 Quoted Printable)"	13771	d:50120	r:14097
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(POP3 Quoted Printable)1_tag1"	13772	d:50121	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(POP3 Quoted Printable)1_tag2"	13773	d:50122	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(POP3 Quoted Printable)1"	13774	d:50123	r:14100
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP Base64)1_tag1"	13775	d:50124	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP Base64)1_tag2"	13776	d:50125	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP Base64)1"	13777	d:50126	r:14103
"Solaris x86 FindSock执行代码攻击(TCP)"	13778	d:50127	NONE
"Solaris x86 FindSock执行代码攻击(UDP)"	13779	d:50128	r:14105
"SIP OpenSBC INVITE拒绝服务攻击"	13780	d:50129	r:14106
"SIP Phone Proxy Authentication证书泄漏溢出攻击"	13781	d:50130	r:14107
"Windows内核模式驱动程序Win32k EOT分析溢出攻击(SMTP Base64)"	13782	d:50131	r:14096
"Windows内核模式驱动程序Win32k EOT分析溢出攻击(SMTP Quoted Printable)"	13783	d:50132	r:14108
"Windows内核模式驱动程序Win32k EOT分析溢出攻击(SMTP UUEncode)"	13784	d:50133	r:14109
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP Quoted Printable)1_tag1"	13785	d:50134	r:14110
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP Quoted Printable)1_tag2"	13786	d:50135	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP Quoted Printable)1"	13787	d:50136	r:14112
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP UUEncode)1_tag1"	13788	d:50137	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP UUEncode)1_tag2"	13789	d:50138	NONE
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(SMTP UUEncode)1"	13790	d:50139	r:14115
"Microsoft Excel字段清理溢出攻击(IMAP4 Base64)"	13791	d:50140	r:14116
"Microsoft Excel字段清理溢出攻击(IMAP4 Quoted Printable)"	13792	d:50141	r:14117
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(HTTP)"	13793	d:50142	r:14118
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(SMAP4 Base64)1_tid1"	13794	d:50143	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(SMAP4 Base64)1_tid2"	13795	d:50144	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(SMAP4 Base64)1"	13796	d:50145	r:14121
"TFTP 长文件名GET请求溢出攻击"	13797	d:50146	NONE
"TFTP 长文件名PUT请求溢出攻击"	13798	d:50147	NONE
"TFTP32d字符串格式化溢出攻击"	13799	d:50148	NONE
"TFTP32d字符串格式化溢出攻击2"	13800	d:50149	NONE
"Trellian FTP客户端PASV缓冲区溢出攻击"	13801	d:50150	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(IMAP4 Quoted Printable)1_tid1"	13802	d:50151	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(IMAP4 Quoted Printable)1_tid2"	13803	d:50152	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(IMAP4 Quoted Printable)1"	13804	d:50153	r:14129
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(POP3 Base64)1_tid1"	13805	d:50154	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(POP3 Base64)1_tid2"	13806	d:50155	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(POP3 Base64)1"	13807	d:50156	r:14132
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(POP3 Quoted Printable)1_tid1"	13808	d:50157	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(POP3 Quoted Printable)1_tid2"	13809	d:50158	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(POP3 Quoted Printable)1"	13810	d:50159	r:14135
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(SMTP Base64)1_tid2"	13811	d:50160	NONE
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(SMTP Base64)1"	13812	d:50161	r:14137
"Microsoft Excel HFPicture内存损坏溢出攻击(HTTP)"	13813	d:50162	NONE
"Microsoft Excel HFPicture内存损坏溢出攻击(IMAP4)1"	13814	d:50163	r:14139
"Microsoft Excel HFPicture内存损坏溢出攻击(IMAP4)2"	13815	d:50164	r:14140
"Microsoft Excel HFPicture内存损坏溢出攻击(POP3)1"	13816	d:50165	r:14141
"Microsoft Excel HFPicture内存损坏溢出攻击(POP3)2"	13817	d:50166	r:14142
"Adobe Acrobat Reader getIcon内存破坏溢出攻击(SMTP Quoted Printable)1"	13818	d:50167	r:14143
"Adobe Acrobat Reader getIcon 内存破坏溢出攻击(SMTP UUEncode)1"	13819	d:50168	NONE
"SMB客户端响应分析溢出攻击1"	13820	d:50169	r:14145
"SMB客户端响应分析溢出攻击"	13821	d:50170	NONE
"Adobe Acrobat Reader newPlayer远程代码溢出攻击(IMAP4 Base64)1_tid1"	13822	d:50171	NONE
"Adobe Acrobat Reader newPlayer远程代码溢出攻击(IMAP4 Base64)1_tid2"	13823	d:50172	NONE
"Adobe Acrobat Reader newPlayer远程代码溢出攻击(IMAP4 Base64)1"	13824	d:50173	r:14149
"Adobe Acrobat Reader newPlayer远程代码溢出攻击(IMAP4 Quoted Printable)1_tid1"	13825	d:50174	NONE
"Adobe Acrobat Reader newPlayer远程代码溢出攻击(IMAP4 Quoted Printable)1_tid2"	13826	d:50175	NONE
"Adobe Acrobat Reader newPlayer远程代码溢出攻击(IMAP4 Quoted Printable)1"	13827	d:50176	r:14152
"Microsoft Excel HFPicture内存损坏溢出攻击(SMTP)"	13828	d:50177	r:14153
"Microsoft Excel对象(0x5D)堆栈溢出漏洞(HTTP)"	13829	d:50178	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Base64)1_tid_1"	13830	d:50179	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Base64)1_tid_2"	13831	d:50180	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Base64)1"	13832	d:50181	r:14157
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Quoted Printable)1_tid_1"	13833	d:50182	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Quoted Printable)1_tid_2"	13834	d:50183	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Quoted Printable)1"	13835	d:50184	NONE
"Microsoft Excel对象(0x5D)堆栈溢出攻击(IMAP4 Base64)"	13836	d:50185	r:14161
"Microsoft Excel对象(0x5D)堆栈溢出攻击(IMAP4 Quoted Printable)"	13837	d:50186	r:14162
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(SMTP Base64)1_tid2"	13838	d:50187	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(SMTP Base64)1"	13839	d:50188	r:14164
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(SMTP Quoted Printable)1_tid2"	13840	d:50189	NONE
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(SMTP Quoted Printable)1"	13841	d:50190	r:14166
"Microsoft Excel对象(0x5D)堆栈溢出攻击(POP3 Base64)"	13842	d:50191	r:14167
"Microsoft Excel对象(0x5D)堆栈溢出攻击(POP3 Quoted Printable)"	13843	d:50192	r:14168
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(SMTP UUEncode)1"	13844	d:50193	NONE
"Adobe Flash 10破坏SWF文件攻击"	13845	d:50194	r:14170
"Microsoft Excel对象(0x5D)堆栈溢出攻击(SMTP UUEncode)"	13846	d:50195	r:14171
"Microsoft Excel RTD内存损坏溢出攻击(HTTP)"	13847	d:50196	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(HTTP)1_tid_1"	13848	d:50197	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(HTTP)1_tid_2"	13849	d:50198	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(HTTP)1_tid_3"	13850	d:50199	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(HTTP)1_tid_4"	13851	d:50200	NONE
